,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion,discountlevel
25806,1,209.11,1,1,Rural,0,Web,Discount,1,28.75699163
25807,10,536.95,0,1,Surburban,1,Phone,Discount,0,13.45717301
25813,4,262.75,0,1,Surburban,0,Web,Discount,0,13.82903487
25814,1,319,0,1,Urban,0,Multichannel,Discount,0,8.769332849
25823,6,373.05,0,1,Urban,0,Web,Discount,0,7.098414827
25824,10,111.98,1,0,Rural,0,Web,Discount,0,19.11564817
25831,10,42.9,1,0,Urban,0,Web,Discount,0,9.937495251
25837,7,161.83,1,0,Surburban,0,Web,Discount,0,9.658902571
25838,10,49.42,1,0,Rural,0,Web,Discount,0,11.88149354
25844,9,125.41,1,0,Urban,1,Phone,Discount,0,6.244862316
25847,7,120.38,1,0,Surburban,0,Web,Discount,0,14.59227498
25851,6,736.47,1,0,Urban,1,Web,Discount,0,11.58911106
25855,1,1390.4,0,1,Surburban,1,Web,Discount,0,4.142410916
25859,6,42.67,0,1,Urban,0,Phone,Discount,0,12.78008633
25861,1,903.65,1,0,Rural,1,Web,Discount,0,12.26946713
25868,2,914.07,1,1,Surburban,1,Phone,Discount,1,19.36042414
25873,4,159.19,1,0,Rural,1,Web,Discount,0,6.535727765
25874,1,37.67,0,1,Rural,0,Phone,Discount,0,8.566448184
25875,10,29.99,1,0,Surburban,1,Web,Discount,1,29.48792022
25876,12,151.7,1,0,Surburban,0,Phone,Discount,0,7.781800074
25880,1,342.15,0,1,Surburban,0,Phone,Discount,0,9.030584639
25881,10,29.99,1,0,Surburban,0,Phone,Discount,0,12.52167053
25882,10,283.5,1,0,Surburban,0,Phone,Discount,0,9.517160043
25883,5,74.7,0,1,Urban,1,Web,Discount,0,14.58457696
25885,2,649.71,0,1,Rural,1,Multichannel,Discount,0,15.03828689
25889,8,37.94,0,1,Urban,0,Phone,Discount,0,6.329985032
25892,3,86.06,1,0,Rural,0,Phone,Discount,0,10.2335373
25895,1,634.27,0,1,Surburban,1,Web,Discount,0,7.116022753
25900,3,647.34,1,0,Urban,1,Phone,Discount,0,8.700676617
25905,7,78.57,0,1,Urban,1,Web,Discount,0,14.58914088
25910,10,103.67,1,0,Surburban,1,Phone,Discount,0,7.121914773
25911,1,482.16,1,0,Urban,0,Web,Discount,1,20.68108391
25919,1,30.73,0,1,Urban,1,Phone,Discount,1,25.49474635
25930,10,88.75,1,0,Urban,1,Web,Discount,0,9.293914742
25931,1,1122.08,1,0,Rural,1,Web,Discount,1,23.88634602
25933,5,196.93,0,1,Urban,0,Phone,Discount,0,14.84245967
25939,10,234.47,1,0,Surburban,1,Phone,Discount,0,10.18122826
25940,1,180,0,1,Rural,0,Phone,Discount,0,4.919046225
25942,8,225.5,1,0,Rural,0,Multichannel,Discount,1,26.9229675
25943,6,318.46,0,1,Urban,1,Web,Discount,1,28.37265924
25944,9,29.99,0,1,Urban,1,Web,Discount,0,14.30750747
25946,5,76.76,0,1,Urban,0,Web,Discount,0,4.048558517
25949,8,78.46,0,1,Urban,1,Web,Discount,1,24.9944875
25954,6,103.33,1,0,Urban,1,Web,Discount,1,22.74703448
25959,1,83.36,1,0,Surburban,1,Phone,Discount,0,3.760448456
25961,9,213.49,0,1,Surburban,0,Multichannel,Discount,0,9.743516606
25963,3,83.31,1,0,Rural,0,Web,Discount,0,8.782761018
25964,9,248.64,1,0,Surburban,0,Phone,Discount,0,17.25820158
25965,11,128.9,0,1,Surburban,1,Web,Discount,0,0.355229586
25967,1,790.76,0,1,Surburban,1,Phone,Discount,0,14.50695969
25973,2,225.33,1,0,Surburban,1,Phone,Discount,0,13.76543779
25976,9,115.54,0,1,Surburban,1,Phone,Discount,0,4.462601348
25978,10,379.66,0,1,Surburban,1,Phone,Discount,0,10.2606765
25984,4,485.46,1,1,Rural,0,Multichannel,Discount,0,12.39838663
25987,2,1026.02,1,1,Surburban,1,Web,Discount,1,23.58254706
25991,12,75.14,0,1,Surburban,0,Phone,Discount,0,10.63013009
25995,5,153.72,1,0,Rural,1,Phone,Discount,0,2.579500851
25996,2,143.4,0,1,Urban,0,Web,Discount,0,8.656577414
25999,2,239.69,1,1,Rural,0,Multichannel,Discount,0,10.96450559
26000,5,449.22,1,0,Rural,0,Multichannel,Discount,1,29.4173437
26003,1,29.99,0,1,Urban,0,Phone,Discount,0,9.424959139
26006,9,73.42,0,1,Urban,0,Web,Discount,0,7.403564551
26007,11,29.99,0,1,Surburban,1,Web,Discount,0,12.24382308
26008,3,208.15,0,1,Surburban,0,Multichannel,Discount,0,12.33063981
26009,3,82.18,1,0,Urban,0,Web,Discount,1,29.25143694
26010,6,419.23,1,0,Urban,0,Multichannel,Discount,1,27.22948329
26012,6,44.14,1,0,Surburban,0,Phone,Discount,0,13.42494336
26014,12,50.62,0,1,Surburban,0,Phone,Discount,1,27.14560363
26019,11,94.13,1,0,Surburban,0,Phone,Discount,0,4.734654994
26021,10,30.64,0,1,Urban,1,Web,Discount,0,20.11911278
26024,1,162.01,0,1,Surburban,1,Phone,Discount,1,26.85312163
26030,10,53.17,0,1,Urban,1,Phone,Discount,0,11.55912141
26031,12,212.1,1,0,Urban,1,Multichannel,Discount,0,13.30401188
26033,4,321.12,1,0,Urban,0,Web,Discount,1,28.62516263
26035,5,166.91,0,1,Surburban,0,Phone,Discount,0,8.755896568
26041,3,138.67,1,0,Rural,1,Phone,Discount,0,11.36098026
26042,4,36.61,1,0,Surburban,1,Web,Discount,0,11.22182493
26044,3,177.24,1,0,Surburban,0,Phone,Discount,0,9.413910807
26046,8,29.99,1,0,Surburban,0,Phone,Discount,0,9.867062358
26048,11,311.22,0,1,Urban,0,Web,Discount,0,3.248594158
26059,1,94.75,0,1,Urban,0,Phone,Discount,0,14.79955694
26060,1,321.24,1,1,Urban,0,Multichannel,Discount,0,13.02327613
26062,12,367.55,0,1,Surburban,1,Phone,Discount,0,11.68496441
26063,7,29.99,0,1,Urban,0,Phone,Discount,0,16.77628798
26070,2,186.31,0,1,Urban,0,Web,Discount,0,9.447960784
26071,2,74.71,1,0,Urban,0,Phone,Discount,0,8.607235914
26075,8,154.6,0,1,Rural,1,Phone,Discount,0,18.21328795
26078,2,569.27,0,1,Urban,1,Web,Discount,0,16.96098301
26080,1,183.86,0,1,Surburban,1,Phone,Discount,0,12.75208844
26086,11,71.63,1,0,Surburban,1,Phone,Discount,0,12.59653975
26089,8,170.27,0,1,Surburban,0,Phone,Discount,1,19.426949
26093,2,47.04,1,0,Surburban,0,Phone,Discount,1,20.75117213
26094,5,245,0,1,Surburban,0,Phone,Discount,0,11.18069886
26095,3,40.25,1,0,Urban,0,Phone,Discount,0,14.45141697
26097,12,259.77,1,1,Urban,0,Web,Discount,0,16.0733704
26098,9,74.48,0,1,Surburban,0,Phone,Discount,0,8.378311873
26099,9,30.3,1,0,Surburban,0,Web,Discount,0,10.52920418
26100,7,29.99,1,0,Surburban,1,Web,Discount,0,9.46768623
26101,1,29.99,0,1,Urban,1,Web,Discount,0,12.19780085
26104,8,29.99,1,0,Surburban,0,Web,Discount,0,12.6512532
26106,7,132.5,1,0,Surburban,0,Web,Discount,0,10.75304516
26112,3,296.96,0,1,Urban,0,Multichannel,Discount,0,13.74299425
26118,1,174.73,1,0,Urban,1,Phone,Discount,1,24.77666115
26121,5,852.28,1,0,Surburban,1,Phone,Discount,0,14.3675469
26122,8,100.26,1,0,Surburban,1,Web,Discount,1,29.64463625
26124,4,159.05,0,1,Surburban,0,Phone,Discount,0,10.24981743
26126,2,390.72,0,1,Urban,0,Multichannel,Discount,0,10.94270442
26132,4,318.81,0,1,Surburban,1,Phone,Discount,0,1.652328341
26133,7,182.28,0,1,Surburban,0,Phone,Discount,0,5.218011571
26138,3,29.99,1,0,Surburban,1,Phone,Discount,0,7.383264525
26139,6,52.37,0,1,Surburban,1,Web,Discount,0,11.30793362
26141,7,29.99,1,0,Surburban,1,Phone,Discount,0,18.08753294
26144,1,475.17,0,1,Urban,0,Multichannel,Discount,0,11.25921797
26151,3,686.93,1,1,Surburban,1,Multichannel,Discount,0,9.17758672
26152,3,29.99,0,1,Surburban,0,Phone,Discount,0,11.53267753
26154,2,285.27,1,0,Surburban,0,Phone,Discount,0,5.929659551
26161,2,292.08,1,0,Surburban,0,Phone,Discount,0,11.21079807
26163,2,139.79,1,0,Surburban,0,Phone,Discount,0,9.456796326
26171,3,424.26,0,1,Surburban,1,Phone,Discount,0,14.64439096
26172,9,497.7,0,1,Urban,0,Multichannel,Discount,0,6.740310584
26173,12,30.52,1,0,Surburban,1,Web,Discount,0,7.20452517
26175,7,29.99,0,1,Surburban,1,Web,Discount,0,4.992756251
26177,1,84.29,1,0,Urban,0,Phone,Discount,0,13.17192697
26179,8,505.11,1,0,Surburban,1,Web,Discount,0,6.842923134
26186,11,52.85,1,0,Rural,0,Web,Discount,0,11.46872113
26190,5,192.52,1,0,Rural,0,Web,Discount,0,16.1838077
26191,3,209.83,0,1,Surburban,1,Web,Discount,0,8.903845415
26194,2,29.99,0,1,Surburban,1,Phone,Discount,0,4.875773794
26198,7,165.46,0,1,Surburban,1,Phone,Discount,0,17.73651588
26200,6,134.4,0,1,Urban,1,Web,Discount,0,14.76729003
26201,10,253.58,1,0,Urban,1,Web,Discount,0,12.81692538
26203,6,529.2,1,1,Surburban,1,Phone,Discount,1,26.86401794
26207,2,207.16,1,0,Rural,0,Web,Discount,0,8.179963249
26211,1,365.41,0,1,Urban,1,Phone,Discount,0,12.71311317
26212,2,272.6,0,1,Surburban,1,Web,Discount,0,12.36763118
26215,9,51.83,0,1,Surburban,0,Web,Discount,0,6.660182168
26216,4,29.99,1,0,Rural,0,Phone,Discount,0,5.304806671
26217,8,357.39,0,1,Urban,1,Web,Discount,1,20.37207943
26218,2,50.39,1,0,Urban,0,Web,Discount,1,28.84956251
26219,4,29.99,1,0,Rural,0,Phone,Discount,0,10.74918445
26220,2,156.29,0,1,Surburban,0,Phone,Discount,0,8.92575298
26221,10,29.99,1,0,Surburban,1,Web,Discount,0,7.613581214
26223,6,62.47,0,1,Urban,1,Phone,Discount,0,13.04414376
26227,2,1390.72,1,1,Surburban,1,Phone,Discount,1,29.73502197
26228,9,70.61,0,1,Urban,0,Web,Discount,0,5.160699833
26235,4,78.27,0,1,Urban,0,Phone,Discount,0,5.636794281
26236,3,290.14,0,1,Surburban,0,Web,Discount,0,13.23024174
26238,9,34.67,0,1,Rural,0,Phone,Discount,1,23.978573
26242,1,1320.91,0,1,Surburban,1,Phone,Discount,0,7.544119891
26243,11,119.51,1,0,Rural,1,Phone,Discount,0,1.557747375
26246,12,602.8,0,1,Urban,1,Phone,Discount,1,26.67297243
26248,10,117.23,0,1,Surburban,1,Web,Discount,0,9.881363406
26253,6,45.66,1,0,Surburban,0,Web,Discount,0,9.369106385
26255,5,63.04,0,1,Rural,1,Web,Discount,0,8.521723267
26256,1,293.69,0,1,Urban,1,Web,Discount,0,13.58883208
26260,11,250.77,1,1,Surburban,0,Web,Discount,0,14.3045113
26261,4,374.11,0,1,Urban,1,Phone,Discount,0,10.17902963
26262,7,152.88,0,1,Urban,0,Web,Discount,0,5.880128822
26264,2,419.68,0,1,Surburban,1,Phone,Discount,1,23.88220322
26265,7,145.52,1,0,Urban,1,Phone,Discount,0,13.97711948
26269,9,201.21,0,1,Surburban,0,Multichannel,Discount,1,26.18243153
26270,6,67.99,1,0,Urban,1,Web,Discount,1,21.06098036
26273,6,376.58,1,0,Urban,1,Web,Discount,0,10.89237296
26276,5,34.42,0,1,Rural,1,Web,Discount,0,11.62627205
26279,3,783.84,1,1,Urban,1,Multichannel,Discount,0,2.603320158
26283,1,105.44,0,1,Urban,1,Phone,Discount,0,16.72097328
26286,6,55.11,1,0,Rural,0,Phone,Discount,0,8.001608056
26299,10,540.35,0,1,Rural,1,Web,Discount,0,9.374412072
26303,10,196.78,0,1,Urban,0,Web,Discount,1,24.06072809
26305,4,29.99,0,1,Urban,1,Web,Discount,0,8.014030912
26311,7,118.6,0,1,Surburban,0,Web,Discount,1,23.98106733
26312,4,1031.48,1,1,Surburban,1,Web,Discount,1,21.71463634
26313,8,29.99,1,0,Urban,0,Phone,Discount,0,11.72944905
26317,6,169.06,1,0,Surburban,0,Phone,Discount,0,12.0213362
26322,10,487.22,1,0,Urban,1,Phone,Discount,1,27.17396977
26328,9,150.69,0,1,Surburban,0,Web,Discount,0,4.266408824
26334,1,241.49,1,0,Urban,0,Phone,Discount,0,5.643237806
26336,2,1344.72,1,0,Rural,1,Phone,Discount,0,4.649757129
26338,7,64.13,1,0,Urban,1,Phone,Discount,1,26.07924607
26341,1,239.77,1,0,Urban,0,Phone,Discount,0,4.695269077
26347,2,504.53,0,1,Urban,1,Web,Discount,1,19.31348123
26348,3,477.36,0,1,Rural,1,Multichannel,Discount,1,17.98628473
26349,1,234.3,0,1,Surburban,0,Phone,Discount,0,6.170504499
26350,4,341.23,0,1,Urban,0,Multichannel,Discount,1,27.98812007
26351,9,400.84,1,1,Urban,0,Web,Discount,1,23.38546623
26353,6,48.09,1,0,Surburban,1,Phone,Discount,0,14.61417038
26357,7,181.24,1,0,Surburban,1,Web,Discount,0,15.39870603
26359,5,67.69,0,1,Surburban,1,Web,Discount,0,9.938054769
26360,9,119.02,0,1,Surburban,0,Web,Discount,0,6.14098825
26361,2,479.72,0,1,Urban,0,Web,Discount,1,27.45829378
26363,9,214.26,1,0,Surburban,0,Web,Discount,0,6.566025609
26365,9,64.93,1,0,Surburban,0,Web,Discount,0,13.58014292
26366,1,368.56,1,0,Urban,0,Phone,Discount,0,14.14626241
26367,1,217.49,1,0,Urban,0,Web,Discount,0,10.06807245
26373,10,97.34,1,0,Surburban,0,Phone,Discount,0,8.868027896
26379,2,123.88,0,1,Urban,0,Web,Discount,0,18.75780371
26380,1,49.71,1,0,Surburban,0,Web,Discount,0,6.669943221
26383,6,212.63,1,1,Urban,0,Multichannel,Discount,0,12.37713406
26384,3,481.83,1,1,Urban,0,Web,Discount,0,14.21520184
26388,8,154.36,0,1,Surburban,1,Phone,Discount,0,11.08778019
26390,8,108.15,0,1,Surburban,1,Web,Discount,0,11.26650458
26397,8,375.93,1,0,Surburban,0,Multichannel,Discount,0,4.663499363
26398,10,376.57,1,0,Surburban,1,Web,Discount,0,2.00476363
26404,8,135.08,0,1,Surburban,1,Phone,Discount,1,21.95295927
26405,11,82.13,0,1,Urban,1,Phone,Discount,0,14.59276959
26406,10,329.23,1,0,Rural,1,Phone,Discount,0,17.67725865
26409,10,139.56,0,1,Surburban,1,Web,Discount,0,12.15238958
26413,4,118.6,0,1,Surburban,0,Phone,Discount,0,11.16202714
26422,6,153.82,1,0,Urban,1,Web,Discount,0,1.282993308
26423,9,29.99,1,0,Surburban,0,Web,Discount,0,9.394556945
26425,5,555.21,0,1,Urban,1,Web,Discount,0,5.200470408
26429,6,29.99,0,1,Surburban,1,Web,Discount,0,5.356188619
26435,11,228.37,1,0,Surburban,1,Multichannel,Discount,0,9.635449179
26436,3,373.38,1,1,Urban,0,Phone,Discount,1,27.22291395
26440,5,383.72,1,1,Urban,0,Multichannel,Discount,1,16.70484099
26441,1,244.12,1,1,Urban,1,Phone,Discount,0,14.42609171
26444,5,29.99,0,1,Surburban,1,Phone,Discount,0,10.58356677
26447,7,223.47,0,1,Urban,0,Phone,Discount,0,9.667887872
26449,10,43.6,1,0,Urban,1,Phone,Discount,0,9.521375318
26450,10,45,0,1,Urban,1,Web,Discount,0,7.218411811
26451,4,62.8,1,0,Urban,0,Phone,Discount,0,12.6767445
26457,12,44.6,1,0,Surburban,0,Phone,Discount,0,13.11554937
26459,9,201.82,1,1,Urban,1,Phone,Discount,1,19.5907283
26465,2,84.16,1,0,Urban,0,Phone,Discount,0,3.004350018
26467,2,33.68,0,1,Urban,1,Phone,Discount,0,11.8292653
26469,3,497.89,0,1,Urban,0,Multichannel,Discount,0,5.861622779
26481,12,91.6,0,1,Rural,0,Phone,Discount,1,23.88892992
26482,1,75.67,0,1,Rural,0,Web,Discount,0,11.31638723
26483,10,386.76,1,0,Surburban,1,Web,Discount,1,24.85552545
26486,1,245.36,1,0,Urban,0,Web,Discount,0,15.13429036
26487,7,257.45,0,1,Surburban,1,Web,Discount,1,25.06004934
26495,7,29.99,1,0,Urban,0,Web,Discount,0,7.947636557
26499,2,53.68,1,0,Surburban,0,Web,Discount,0,5.697822134
26501,1,292.08,1,0,Rural,1,Phone,Discount,1,16.47939103
26502,2,29.99,1,0,Urban,1,Phone,Discount,0,7.458153328
26508,3,105.48,0,1,Urban,0,Web,Discount,0,13.62745991
26509,7,424.14,0,1,Surburban,0,Multichannel,Discount,0,10.42769145
26512,10,536.53,1,1,Surburban,1,Phone,Discount,0,15.75046637
26522,2,297.26,1,0,Urban,1,Multichannel,Discount,0,12.57572053
26523,3,936.86,1,0,Urban,1,Multichannel,Discount,0,9.02040612
26524,9,94.97,0,1,Urban,0,Web,Discount,0,12.35493704
26526,1,473.07,0,1,Urban,0,Web,Discount,0,9.725538659
26528,1,49.1,1,0,Urban,1,Phone,Discount,0,7.908648461
26533,2,242.33,1,1,Surburban,0,Multichannel,Discount,1,21.38723138
26536,12,90.25,0,1,Surburban,0,Web,Discount,0,10.32468373
26539,5,216.09,1,0,Urban,1,Phone,Discount,0,11.75622625
26542,1,546.8,0,1,Urban,1,Multichannel,Discount,1,20.91833528
26543,2,29.99,1,0,Urban,1,Web,Discount,0,13.55888185
26544,3,79.27,1,0,Surburban,0,Web,Discount,0,16.99533263
26545,2,355.31,1,0,Surburban,1,Multichannel,Discount,0,15.02455825
26549,1,145.75,0,1,Urban,0,Phone,Discount,0,11.35760699
26556,1,29.99,0,1,Urban,1,Phone,Discount,0,8.553619672
26558,9,39.53,1,0,Surburban,0,Web,Discount,0,3.187822724
26559,6,840.91,1,0,Urban,1,Multichannel,Discount,1,24.08732786
26562,8,29.99,0,1,Urban,0,Web,Discount,0,13.94852232
26564,3,29.99,0,1,Surburban,1,Phone,Discount,0,7.755579522
26565,6,621.95,0,1,Urban,1,Multichannel,Discount,0,12.80962445
26566,6,128.69,1,0,Urban,1,Web,Discount,0,18.7227803
26569,10,29.99,1,0,Rural,0,Phone,Discount,1,24.92761328
26572,4,414.13,0,1,Surburban,1,Phone,Discount,0,15.04671278
26578,9,80.96,1,0,Surburban,1,Phone,Discount,0,8.167695554
26583,5,133.68,1,0,Rural,1,Phone,Discount,0,12.83155248
26584,8,29.99,1,0,Surburban,0,Phone,Discount,0,17.21953384
26586,11,501.12,0,1,Urban,1,Phone,Discount,0,6.902408967
26588,2,29.99,0,1,Rural,0,Web,Discount,0,7.013183602
26589,9,29.99,1,0,Urban,0,Phone,Discount,0,4.520827936
26594,4,382.6,1,0,Surburban,0,Web,Discount,0,4.534981817
26596,11,81.46,0,1,Surburban,0,Phone,Discount,0,6.60288878
26599,11,460.52,1,0,Surburban,1,Multichannel,Discount,0,13.54650814
26604,10,147.06,1,0,Surburban,0,Web,Discount,0,9.331354589
26611,1,1229.45,1,1,Surburban,1,Phone,Discount,1,26.45887492
26614,9,38.32,1,0,Surburban,1,Web,Discount,0,7.654045141
26615,2,270.77,0,1,Urban,0,Web,Discount,0,4.214177204
26617,11,29.99,0,1,Urban,1,Phone,Discount,0,2.273450743
26623,4,1206.74,1,0,Urban,1,Phone,Discount,0,7.562766646
26624,1,327.02,0,1,Surburban,0,Web,Discount,0,4.632907413
26626,2,116.48,0,1,Surburban,0,Phone,Discount,0,8.881882318
26630,2,72.97,1,0,Urban,0,Web,Discount,0,12.56831897
26632,1,616.59,0,1,Surburban,1,Web,Discount,0,15.46391698
26633,9,479.44,1,0,Surburban,0,Multichannel,Discount,0,3.596695609
26635,10,159.95,0,1,Surburban,1,Web,Discount,0,18.23742549
26636,9,81.86,1,0,Surburban,1,Phone,Discount,0,12.05777063
26639,11,269.62,1,0,Urban,0,Web,Discount,0,9.659707139
26642,6,29.99,0,1,Surburban,1,Web,Discount,0,9.922522164
26643,3,347.93,1,1,Surburban,1,Phone,Discount,0,9.763721948
26645,10,110.68,1,0,Urban,1,Phone,Discount,0,11.07382097
26646,10,258.35,1,0,Surburban,0,Web,Discount,0,6.754917696
26647,10,251.62,1,0,Urban,0,Web,Discount,0,7.213347841
26649,1,322,1,1,Urban,0,Multichannel,Discount,0,3.998766181
26653,3,331.65,1,0,Surburban,0,Phone,Discount,0,11.51643585
26662,10,43.53,1,0,Rural,0,Web,Discount,0,11.81168877
26664,10,114.27,0,1,Rural,0,Phone,Discount,1,21.58566552
26670,1,1225,1,0,Surburban,1,Multichannel,Discount,0,13.43121392
26673,5,281.37,1,0,Surburban,0,Web,Discount,1,21.93144734
26679,4,34.18,0,1,Urban,1,Phone,Discount,0,3.235950066
26681,1,704.53,1,1,Urban,1,Phone,Discount,1,28.64677613
26683,4,356.59,1,0,Surburban,0,Phone,Discount,0,5.054424813
26685,8,173.89,0,1,Rural,1,Web,Discount,0,6.09221965
26689,9,209.57,0,1,Urban,1,Phone,Discount,0,5.551831002
26691,10,233.69,1,0,Surburban,0,Phone,Discount,0,13.68277633
26698,4,62.78,1,0,Surburban,0,Web,Discount,1,21.27099329
26700,7,29.99,0,1,Rural,0,Phone,Discount,1,27.48818884
26709,3,30.47,1,0,Surburban,1,Web,Discount,0,6.236127824
26713,11,154.9,0,1,Urban,0,Web,Discount,0,8.791640308
26718,8,135.39,0,1,Surburban,1,Web,Discount,0,12.92454944
26720,9,69.55,1,0,Urban,1,Phone,Discount,0,15.4117573
26724,7,72.2,1,0,Rural,1,Web,Discount,0,13.09930321
26725,10,38.1,0,1,Rural,0,Phone,Discount,0,6.257592924
26726,5,80.9,1,0,Urban,0,Web,Discount,0,4.450351219
26729,5,252.8,0,1,Surburban,0,Web,Discount,0,2.66088239
26730,10,29.99,0,1,Urban,1,Web,Discount,1,29.78772003
26731,4,102.7,1,0,Urban,0,Phone,Discount,0,13.93422086
26737,1,564.19,0,1,Surburban,1,Multichannel,Discount,1,27.97313463
26738,1,158.78,0,1,Surburban,0,Phone,Discount,0,12.32642573
26743,9,155.32,1,0,Urban,1,Web,Discount,0,12.87381122
26748,1,1226.85,0,1,Urban,1,Multichannel,Discount,1,19.40021157
26750,7,214.27,0,1,Urban,1,Web,Discount,0,9.889934976
26763,8,82.48,0,1,Urban,1,Web,Discount,0,13.55577892
26764,7,33.01,0,1,Surburban,1,Phone,Discount,0,11.49558199
26766,10,47.84,1,0,Surburban,0,Web,Discount,0,4.363648441
26776,7,114.83,1,0,Urban,1,Web,Discount,0,11.85777908
26779,7,186.66,0,1,Surburban,1,Phone,Discount,0,4.27699306
26781,7,204.22,1,1,Surburban,0,Web,Discount,1,25.40779454
26782,9,29.99,0,1,Urban,0,Phone,Discount,0,9.144393126
26784,3,36.04,0,1,Surburban,0,Web,Discount,0,7.690040816
26785,6,29.99,1,0,Rural,0,Web,Discount,1,24.72910628
26792,4,94.65,0,1,Surburban,0,Web,Discount,0,9.999552785
26798,1,439.21,1,1,Surburban,0,Multichannel,Discount,0,13.70952826
26799,3,272.5,0,1,Surburban,0,Multichannel,Discount,0,16.88630965
26801,10,88.37,0,1,Rural,0,Phone,Discount,0,8.760205698
26802,7,29.99,1,0,Surburban,1,Phone,Discount,0,7.678317182
26803,11,216.96,0,1,Urban,1,Phone,Discount,1,29.45487906
26804,10,49.32,1,0,Surburban,0,Web,Discount,0,4.179401467
26812,12,209.42,1,0,Urban,0,Web,Discount,0,6.605363234
26814,4,140.33,0,1,Surburban,1,Web,Discount,0,12.021027
26817,8,46.79,0,1,Surburban,1,Phone,Discount,0,13.82007168
26822,11,35.92,0,1,Urban,1,Web,Discount,0,9.12667619
26824,1,29.99,0,1,Surburban,1,Phone,Discount,0,10.07701426
26828,12,413.71,1,0,Surburban,0,Web,Discount,0,13.67130121
26832,8,552.08,1,1,Surburban,1,Web,Discount,1,24.37744353
26833,9,38.18,0,1,Urban,1,Web,Discount,0,10.91147397
26836,7,153.16,0,1,Urban,0,Web,Discount,0,14.62236081
26839,12,145.07,1,0,Rural,0,Web,Discount,1,20.39758332
26842,9,526.25,1,1,Urban,1,Multichannel,Discount,1,28.05463267
26844,9,153.52,0,1,Surburban,0,Web,Discount,0,4.603740386
26849,9,170.92,1,0,Surburban,0,Phone,Discount,0,13.80563887
26852,10,29.99,1,0,Urban,0,Phone,Discount,0,2.150148117
26860,1,29.99,1,0,Urban,1,Web,Discount,1,19.85919414
26871,7,38.07,0,1,Surburban,1,Phone,Discount,1,29.52195442
26873,10,29.99,1,0,Surburban,0,Web,Discount,0,15.78922866
26874,1,166.38,1,0,Rural,1,Web,Discount,1,27.97713395
26876,1,252.82,1,1,Surburban,0,Phone,Discount,1,24.79574616
26880,10,247.53,0,1,Urban,0,Multichannel,Discount,0,16.7520168
26884,10,55.96,1,0,Surburban,0,Web,Discount,1,27.02802857
26887,6,243.17,0,1,Urban,0,Phone,Discount,0,10.62572078
26888,1,279.17,0,1,Surburban,0,Web,Discount,0,10.19401544
26889,1,185.97,1,0,Surburban,1,Phone,Discount,0,7.635584991
26890,2,29.99,0,1,Surburban,0,Web,Discount,0,8.197395121
26892,1,2058.6,1,0,Rural,1,Multichannel,Discount,0,4.878567166
26893,10,142.27,1,0,Surburban,0,Web,Discount,0,6.740440779
26894,10,351.18,1,1,Surburban,0,Phone,Discount,0,8.017677523
26898,4,29.99,0,1,Surburban,0,Phone,Discount,0,6.319612141
26907,8,76.11,1,0,Surburban,0,Web,Discount,0,14.60476057
26908,12,60.97,1,0,Urban,1,Phone,Discount,1,18.37862628
26911,11,404.71,0,1,Surburban,1,Web,Discount,0,8.23248793
26914,10,277.25,0,1,Urban,0,Web,Discount,0,8.538902057
26915,1,32.51,0,1,Surburban,0,Phone,Discount,1,22.29233631
26916,12,206.06,0,1,Rural,0,Web,Discount,0,15.60126614
26921,9,32.84,0,1,Surburban,0,Web,Discount,0,12.79390023
26923,3,628.76,1,1,Urban,1,Multichannel,Discount,0,18.68308599
26924,10,33.5,1,0,Urban,1,Web,Discount,0,8.181946038
26925,6,331.31,0,1,Surburban,0,Multichannel,Discount,0,15.8438468
26930,3,405.09,1,0,Urban,1,Web,Discount,0,15.92529396
26939,1,610.89,1,0,Urban,1,Multichannel,Discount,0,14.87790246
26941,5,325.79,1,1,Surburban,0,Phone,Discount,0,11.39249626
26948,11,601.08,0,1,Surburban,1,Multichannel,Discount,1,22.29795687
26950,2,182.97,1,0,Rural,1,Web,Discount,0,7.603286803
26951,3,29.99,1,0,Surburban,1,Phone,Discount,0,7.873077181
26952,2,45.47,1,0,Rural,0,Web,Discount,0,5.249834563
26956,11,41.34,0,1,Surburban,1,Phone,Discount,0,10.57304786
26961,11,378.57,0,1,Urban,0,Web,Discount,1,26.09831216
26963,1,108.73,1,0,Surburban,0,Phone,Discount,0,8.334449561
26964,9,39.19,0,1,Rural,1,Web,Discount,0,12.42847011
26968,1,633.46,1,1,Rural,1,Multichannel,Discount,1,28.42473988
26970,5,90.2,1,0,Surburban,1,Web,Discount,0,12.93052545
26971,1,449.9,1,0,Urban,1,Multichannel,Discount,1,20.07733251
26974,12,285.99,0,1,Rural,1,Web,Discount,0,3.142516374
26977,5,33.21,0,1,Urban,0,Web,Discount,1,27.1721236
26978,2,49.81,0,1,Surburban,0,Web,Discount,0,8.540069728
26979,9,292.61,0,1,Surburban,1,Multichannel,Discount,0,1.603844459
26987,1,623.78,0,1,Surburban,1,Multichannel,Discount,0,12.48352222
26992,3,698.89,1,0,Surburban,1,Multichannel,Discount,0,11.70198654
26993,3,425.68,0,1,Urban,1,Web,Discount,0,14.02936174
26995,7,211.42,0,1,Surburban,1,Phone,Discount,0,11.00015142
27000,3,29.99,0,1,Rural,0,Web,Discount,0,13.70771257
